Id,Label,Grado,Clustering Coefficient,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Weighted Degree
1242,Head,26,0.39384615384615385,6.0,2.9319236719958743,5108.887419083521,264,26.0
1243,Dave,34,0.22281639928698752,6.0,2.850954100051573,2512.9713900978977,200,34.0
1244,Beloved,7,0.38095238095238093,7.0,3.3140794223826715,48.79253964493788,290,7.0
1245,Firefox,10,0.3111111111111111,7.0,3.183599793708097,644.3595530957002,194,10.0
1246,Zvezda,0,0.0,0.0,0.0,0.0,265,0.0
1247,The Dukes of Hazzard,16,0.15,7.0,3.1041774110366167,4508.273410171478,563,16.0
1248,Knock Knock,6,1.0,8.0,4.161423414130995,0.0,297,6.0
1249,25th Hour,42,0.18931475029036005,7.0,2.849406910778752,3483.0427081104394,563,42.0
1250,Casino,40,0.2653846153846154,7.0,2.732851985559567,2764.8137431274963,9,40.0
1251,The Frontier,0,0.0,0.0,0.0,0.0,266,0.0
1252,The City,0,0.0,0.0,0.0,0.0,267,0.0
1253,The Trip,17,0.3161764705882353,6.0,3.050541516245487,791.3654240998027,89,17.0
1254,Dead Calm,26,0.32,7.0,3.0154718927282103,1047.3446525638262,194,26.0
1255,Casper,25,0.15333333333333332,7.0,2.997421351211965,3557.3605112734226,3,25.0
1256,Red Dragon,51,0.17647058823529413,6.0,2.7390407426508507,3783.054023232523,563,51.0
1257,Marfa Lights,0,0.0,0.0,0.0,0.0,268,0.0
1258,National Treasure,54,0.21593291404612158,7.0,2.698298091799897,5153.914978625281,208,54.0
1259,John Carpenter's Escape from L.A.,43,0.16279069767441862,6.0,2.8292934502320786,7606.854941873272,89,43.0
1260,Fluke,32,0.38306451612903225,7.0,2.9040742650850953,1852.0348922925848,290,32.0
1261,Rob Roy,48,0.16578014184397163,7.0,2.7591542031975247,5945.269707138457,172,48.0
1262,Free Willy 2: The Adventure Home,8,0.17857142857142858,7.0,3.270758122743682,81.07209142103406,563,8.0
1263,Monster's Ball,22,0.1774891774891775,7.0,3.0206291903042803,1449.9686995739798,563,22.0
1264,Mighty Morphin' Power Rangers: The Movie,4,0.16666666666666666,7.0,3.667870036101083,1773.4459447824527,200,4.0
1265,Anaconda,34,0.2014260249554367,7.0,2.892212480660134,3484.7044408152547,563,34.0
1266,Speakeasy,8,0.5714285714285714,6.0,3.178958225889634,54.37681811049873,563,8.0
1267,Spirit: Stallion of the Cimarron,18,0.49019607843137253,7.0,3.064466219700877,256.8784583276738,563,18.0
1268,The Truth About Cats & Dogs,17,0.27941176470588236,7.0,3.073749355337803,592.538170112826,563,17.0
1269,Jeans,1,0.0,1.0,1.0,0.0,269,1.0
1270,Tales from the Crypt presents: Demon Knight,17,0.21323529411764705,7.0,3.081485301701908,733.6170335319553,563,17.0
1271,Saved!,15,0.17142857142857143,7.0,3.1696750902527078,839.3431071038544,563,15.0
1272,Wing Commander,25,0.24,7.0,2.9695719443011863,1141.173604098487,9,25.0
1273,Snatch,23,0.1857707509881423,7.0,2.997421351211965,784.1345330288581,563,23.0
1274,Blue Streak,21,0.3238095238095238,7.0,3.151108818978855,650.982567389782,220,21.0
1275,The Stepford Wives,53,0.1676342525399129,7.0,2.7209902011346054,5728.594937859256,194,53.0
1276,Around the World in 80 Days,26,0.2923076923076923,7.0,3.114492006188757,5355.741552359296,258,26.0
1277,Dodgeball: A True Underdog Story,30,0.167816091954023,7.0,2.9510056730273337,4111.555730004128,220,30.0
1278,Anchorman: The Legend of Ron Burgundy,48,0.16666666666666666,6.0,2.814853017019082,5583.29797646019,220,48.0
1279,King Arthur,26,0.18769230769230769,7.0,3.0123775141825684,2562.761982356383,194,26.0
1280,The Adventures of Pinocchio,21,0.19523809523809524,7.0,2.9840123775141825,1555.4421382400765,563,21.0
1281,Lucas,27,0.24786324786324787,7.0,2.9798865394533265,1287.4412807673177,194,27.0
1282,Square Dance,21,0.3333333333333333,7.0,2.9902011346054667,855.9014740476025,194,21.0
1283,Quadrophenia,17,0.40441176470588236,7.0,3.0572460030943787,2469.0623464388077,194,17.0
1284,Zenon: Girl of the 21st Century,6,0.26666666666666666,7.0,3.3563692625064467,91.70148768980128,246,6.0
1285,Dynasty: The Reunion,0,0.0,0.0,0.0,0.0,270,0.0
1286,Star Wars: Shadows of the Empire,0,0.0,0.0,0.0,0.0,271,0.0
1287,Mission: Impossible,51,0.19137254901960785,6.0,2.7091284167096443,6340.397523216689,200,51.0
1288,Control Room,0,0.0,0.0,0.0,0.0,272,0.0
1289,Circus,0,0.0,0.0,0.0,0.0,273,0.0
1290,Sleepers,57,0.19360902255639098,7.0,2.704486848891181,5875.593174729692,200,57.0
1291,The Exorcist,17,0.22058823529411764,7.0,2.9711191335740073,3056.590863328742,89,17.0
1292,Young Adam,16,0.39166666666666666,7.0,3.142857142857143,567.2438920401227,290,16.0
1293,Dick Tracy,44,0.16596194503171247,6.0,2.817431665807117,6042.99179481619,200,44.0
1294,The Jungle Book,32,0.23387096774193547,7.0,2.885507993811243,1733.5027634370845,194,32.0
1295,When a Man Loves a Woman,30,0.23448275862068965,7.0,2.890149561629706,1775.9973396460582,9,30.0
1296,Pets or Meat: The Return to Flint,0,0.0,0.0,0.0,0.0,274,0.0
1297,Scooby-Doo 2: Monsters Unleashed,23,0.2845849802371542,7.0,2.9829809179989684,946.2389486101758,9,23.0
1298,Soldier,28,0.2037037037037037,7.0,2.9293450232078393,1596.509148797454,194,28.0
1299,National Lampoon's Last Resort,6,0.26666666666666666,7.0,3.3011861784424963,67.58047878158767,172,6.0
1300,Behind Enemy Lines,23,0.43873517786561267,7.0,2.967509025270758,740.1090008135508,275,23.0
1301,The Princess Diaries 2: Royal Engagement,21,0.22380952380952382,6.0,3.007735946364105,2649.3527007154403,246,21.0
1302,Posse,36,0.1253968253968254,6.0,2.773594636410521,5880.59313830653,563,36.0
1303,Outbreak,50,0.20653061224489797,7.0,2.7168643630737495,4165.002711399797,200,50.0
1304,More,0,0.0,0.0,0.0,0.0,276,0.0
1305,Agent Cody Banks 2: Destination London,4,0.5,8.0,3.6193914388860238,6.958565964836536,563,4.0
1306,Dr. Dolittle 2,58,0.11796733212341198,7.0,2.7632800412583807,7483.24308823761,246,58.0
1307,Multiplicity,25,0.25666666666666665,7.0,3.0268179473955645,1434.033074041052,220,25.0
1308,Short Circuit,16,0.275,7.0,3.0783909231562663,864.7813522228697,275,16.0
1309,1969,31,0.25806451612903225,6.0,2.930376482723053,1740.851372689756,194,31.0
1310,"Welcome Home, Roxy Carmichael",19,0.38011695906432746,7.0,3.078906652913873,459.1715979077248,194,19.0
1311,Dumb & Dumber,28,0.15873015873015872,7.0,2.925219185146983,2374.658095711489,563,28.0
1312,Blind Date,21,0.3904761904761905,7.0,3.0185662712738526,831.2968929159255,563,21.0
1313,The Village,30,0.2,7.0,2.932439401753481,1342.176560729486,200,30.0
1314,Scandal,30,0.30114942528735633,6.0,2.8788035069623517,1859.2017476335566,172,30.0
1315,Peter Pan,14,0.45054945054945056,7.0,3.183599793708097,575.3427026157042,194,14.0
1316,En malas compañías,0,0.0,0.0,0.0,0.0,277,0.0
1317,Boys Town,19,0.4619883040935672,7.0,3.3852501289324395,1188.082185877604,89,19.0
1318,Over the Edge,6,0.4666666666666667,7.0,3.370293965961836,39.811789147397505,220,6.0
1319,Scenes from a Marriage,6,0.6666666666666666,7.0,3.703455389375967,169.20176498074525,281,6.0
1320,James and the Giant Peach,35,0.21176470588235294,6.0,2.8617844249613205,2536.174507827012,194,35.0
1321,Die Wei�?e Rose,0,0.0,0.0,0.0,0.0,278,0.0
1322,Amazing Stories,0,0.0,0.0,0.0,0.0,279,0.0
1323,Cliffhanger,25,0.17666666666666667,6.0,2.9040742650850953,2601.7609763787673,258,25.0
1324,Hair,11,0.10909090909090909,7.0,3.161939143888602,592.1217291141918,200,11.0
1325,"Spring, Summer, Fall, Winter... and Spring",0,0.0,0.0,0.0,0.0,280,0.0
1326,Getting Any?,3,1.0,8.0,3.9422382671480145,0.0,281,3.0
1327,Brother,9,0.1388888888888889,7.0,3.5497679216090767,9726.068600447428,281,9.0
1328,Homerun,0,0.0,0.0,0.0,0.0,282,0.0
1329,The Dead,7,0.42857142857142855,6.0,3.372872614749871,184.33182428238499,264,7.0
1330,Josie and the Pussycats,25,0.18,7.0,3.029912325941207,1974.0194259750547,563,25.0
1331,Bishonen,0,0.0,0.0,0.0,0.0,283,0.0
1332,Mo' Better Blues,37,0.36786786786786785,7.0,2.8359979370809696,1954.4171422239795,290,37.0
1333,Jabberwocky,7,0.14285714285714285,6.0,3.303249097472924,137.24907258003648,194,7.0
1334,Phenomenon,26,0.2953846153846154,6.0,2.9087158329035585,1641.5514383299076,563,26.0
1335,Camille Claudel,7,0.7142857142857143,7.0,3.2851985559566788,43.02557070996557,228,7.0
1336,Dog Park,18,0.4444444444444444,7.0,3.147498710675606,382.4539742759418,220,18.0
1337,Bulldog Drummond,0,0.0,0.0,0.0,0.0,284,0.0
1338,Bulldog Drummond's Third Round,0,0.0,0.0,0.0,0.0,285,0.0
1339,The Witness,2,1.0,7.0,4.134089736977824,0.0,228,2.0
1340,Head of State,10,0.35555555555555557,7.0,3.2001031459515215,263.7476620436687,563,10.0
1341,L'Appartement,6,0.4,7.0,3.3011861784424963,173.18960915998906,194,6.0
1342,The Courtship of Eddie's Father,0,0.0,0.0,0.0,0.0,286,0.0
1343,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",10,0.4888888888888889,7.0,3.148014440433213,120.58828708175997,194,10.0
1344,Bring It On,20,0.28421052631578947,7.0,3.077875193398659,1933.3347558966652,246,20.0
1345,The Baby-Sitters Club,9,0.3333333333333333,7.0,3.3233625580195976,256.1627026971976,563,9.0
1346,Alice in Wonderland,13,0.24358974358974358,7.0,3.592057761732852,3327.972359755064,89,13.0
1347,Country,16,0.375,7.0,3.1366683857658586,757.8837755279083,275,16.0
1348,Sweet Dreams,30,0.2574712643678161,6.0,2.921093347086127,2018.8588437063013,200,30.0
1349,Anna,2,0.0,7.0,3.453326456936565,8.139536990704313,563,2.0
1350,Music Box,14,0.31868131868131866,7.0,3.1980402269210932,323.9551127492635,172,14.0
1351,But I'm a Cheerleader,20,0.10526315789473684,7.0,3.025786487880351,2241.7656013441797,9,20.0
1352,The Grifters,18,0.3137254901960784,7.0,3.0433212996389893,734.9270239013297,264,18.0
1353,Mr. & Mrs. Bridge,30,0.13793103448275862,6.0,2.9406910778751936,3201.225927657151,275,30.0
1354,Indochine,2,0.0,8.0,4.109334708612687,54.490083587528915,290,2.0
1355,Taking Lives,24,0.2318840579710145,7.0,3.074780814853017,1151.7310710838349,9,24.0
1356,Father of the Bride,19,0.22807017543859648,6.0,2.9071686436307376,3319.1230454755846,200,19.0
1357,"Faster, Pussycat! Kill! Kill!",0,0.0,0.0,0.0,0.0,287,0.0
1358,Wilson,24,0.22826086956521738,6.0,3.229499742135121,6310.955007922911,89,24.0
1359,Berserker,0,0.0,0.0,0.0,0.0,288,0.0
1360,Berserker,2,0.0,8.0,3.7880350696235174,4.742657898694586,194,2.0
1361,Suddenly,11,0.2909090909090909,6.0,3.308406395048994,893.584782568292,89,11.0
1362,Whistle!,0,0.0,0.0,0.0,0.0,289,0.0
1363,Promised Land,19,0.43859649122807015,7.0,3.1015987622485817,321.75421715225036,9,19.0
1364,Phone Booth,31,0.17849462365591398,7.0,2.98968540484786,1806.5605710569848,563,31.0
1365,Teaching Mrs. Tingle,11,0.36363636363636365,7.0,3.2171222279525526,674.868934648663,563,11.0
1366,S.W.A.T.,34,0.3582887700534759,7.0,2.923156266116555,3018.7788804893758,290,34.0
1367,Tom & Viv,20,0.4368421052631579,7.0,3.0845796802475505,378.31064122951346,172,20.0
1368,Little Women,65,0.14423076923076922,6.0,2.6952037132542546,7073.484721180165,194,65.0
1369,Marvin's Room,50,0.22612244897959183,6.0,2.6529138731304798,5918.0625841820265,9,50.0
1370,El Cid,14,0.4835164835164835,6.0,3.0624033006704487,997.533361763399,89,14.0
1371,True Colors,16,0.48333333333333334,7.0,3.117586384734399,384.4833959336787,264,16.0
1372,Arsenic and Old Lace,23,0.2134387351778656,7.0,3.2439401753481176,5283.3883687399575,89,23.0
1373,New York Minute,13,0.358974358974359,7.0,3.264053635894791,865.3220223447578,220,13.0
1374,Antonia: A Portrait of the Woman,0,0.0,0.0,0.0,0.0,291,0.0
1375,Catwoman,19,0.19883040935672514,6.0,3.0252707581227436,830.5643249723772,9,19.0
1376,Une robe d'été,0,0.0,0.0,0.0,0.0,292,0.0
1377,"Princess Nicotine; or, The Smoke Fairy",0,0.0,0.0,0.0,0.0,293,0.0
1378,Road,0,0.0,0.0,0.0,0.0,294,0.0
1379,Under My Skin,4,1.0,7.0,4.089736977823621,0.0,89,4.0
1380,Olympia,0,0.0,0.0,0.0,0.0,295,0.0
1381,Sophie's World,0,0.0,0.0,0.0,0.0,296,0.0
1382,Omagh,1,0.0,8.0,4.090768437338834,0.0,563,1.0
1383,Resident Evil: Apocalypse,17,0.18382352941176472,7.0,3.1253223310985043,1289.2874037767938,194,17.0
1384,61*,18,0.13725490196078433,7.0,3.0603403816400205,754.2341208152491,563,18.0
1385,Cobb,10,0.8,7.0,3.256833419288293,79.3662307408098,290,10.0
1386,Spartan,22,0.4155844155844156,7.0,3.0195977307890667,645.1230025703054,9,22.0
1387,Porky's Duck Hunt,8,0.5714285714285714,8.0,4.160391954615782,3874.0,297,8.0
1388,The Navigators,0,0.0,0.0,0.0,0.0,298,0.0
1389,Symbiosis,0,0.0,0.0,0.0,0.0,299,0.0
1390,Total Eclipse,17,0.36764705882352944,7.0,3.1196493037648274,2285.1446488511137,194,17.0
1391,A Midwinter's Tale,0,0.0,0.0,0.0,0.0,300,0.0
1392,Sitcom,0,0.0,0.0,0.0,0.0,301,0.0
1393,Caravan of Courage: An Ewok Adventure,12,0.5909090909090909,7.0,3.287261474987107,78.71192163995443,194,12.0
1394,Ewoks: The Battle for Endor,21,0.2857142857142857,7.0,3.0567302733367714,1465.7913286657206,194,21.0
1395,The Black Cauldron,24,0.3007246376811594,7.0,2.924703455389376,1813.1892870960542,172,24.0
1396,Wonderful Life,0,0.0,0.0,0.0,0.0,302,0.0
1397,La Fée aux Choux,0,0.0,0.0,0.0,0.0,303,0.0
1398,Swiss Family Robinson,15,0.2571428571428571,6.0,3.219700876740588,5053.030492945666,208,15.0
1399,Terrorists: The Kids They Sentenced,0,0.0,0.0,0.0,0.0,304,0.0
1400,�? Hauteur d'homme,0,0.0,0.0,0.0,0.0,305,0.0
1401,Suzhou River,0,0.0,0.0,0.0,0.0,306,0.0
1402,"He's a Woman, She's a Man",8,0.8214285714285714,9.0,5.125322331098505,7.076659038901601,258,8.0
1403,Once a Thief,8,0.75,9.0,5.127900979886539,1938.0,258,8.0
1404,Rouge,7,1.0,9.0,5.128416709644147,0.0,258,7.0
1405,"All's Well, Ends Well",12,0.5151515151515151,8.0,4.1330582774626095,12499.33191934065,258,12.0
1406,Outland,17,0.3088235294117647,6.0,3.0242392986075295,909.3453609565075,89,17.0
1407,Double Jeopardy,21,0.3142857142857143,7.0,3.071686436307375,606.2877576570861,290,21.0
1408,Judgment Night,23,0.17786561264822134,7.0,2.9902011346054667,1470.7709208697595,220,23.0
1409,Dance with a Stranger,24,0.4855072463768116,7.0,2.9850438370293966,565.1925719592315,194,24.0
1410,Les amitiés particulières,0,0.0,0.0,0.0,0.0,307,0.0
1411,Twilight,49,0.1921768707482993,6.0,2.745745229499742,7336.837456968622,275,49.0
1412,Endless Love,28,0.24074074074074073,6.0,2.928313563692625,2137.3308057522413,264,28.0
1413,Collateral,32,0.19959677419354838,7.0,2.9112944816915935,2293.494312404856,563,32.0
1414,Dead Ringers,12,0.5151515151515151,7.0,3.1727694687983496,357.3581871490892,194,12.0
1415,Edvard Munch,0,0.0,0.0,0.0,0.0,308,0.0
1416,Savior,14,0.3076923076923077,7.0,3.2031975244971633,1031.783355746246,194,14.0
1417,Alice,0,0.0,0.0,0.0,0.0,309,0.0
1418,Alice,0,0.0,0.0,0.0,0.0,310,0.0
1419,�??年女�?�,2,0.0,9.0,5.23826714801444,52.90720264919344,560,2.0
1420,10,9,0.3055555555555556,6.0,3.436307374935534,561.2034020417289,246,9.0
1421,Culloden,0,0.0,0.0,0.0,0.0,311,0.0
1422,Boiler Room,37,0.18468468468468469,7.0,2.8607529654461064,2213.975352054099,563,37.0
1423,Fetishes,0,0.0,0.0,0.0,0.0,312,0.0
1424,Kolberg,5,0.4,8.0,4.706549767921609,2906.0,89,5.0
1425,Point of Order,0,0.0,0.0,0.0,0.0,313,0.0
1426,Young Mr. Lincoln,13,0.7307692307692307,6.0,3.218669417225374,84.87308168602085,89,13.0
1427,42nd Street,3,0.3333333333333333,7.0,4.040742650850954,26.5614429869281,89,3.0
1428,Sebastian,0,0.0,0.0,0.0,0.0,314,0.0
1429,Babylon 5: The Gathering,4,0.0,7.0,3.774110366168128,150.11987435979228,172,4.0
1430,"Westinghouse Works, 1904",0,0.0,0.0,0.0,0.0,315,0.0
1431,The Libertine,3,1.0,7.0,4.281072717895823,0.0,228,3.0
1432,Seduction: The Cruel Woman,6,1.0,7.0,3.3842186694172254,0.0,563,6.0
1433,Varning för Jönssonligan,5,0.6,8.0,4.438370293965962,7740.0,316,5.0
1434,Jönssonligan och Dynamit-Harry,4,1.0,9.0,5.4363073749355335,0.0,316,4.0
1435,Jönssonligan dyker upp igen,4,1.0,9.0,5.4363073749355335,0.0,316,4.0
1436,Jönssonligan på Mallorca,4,1.0,9.0,5.4363073749355335,0.0,316,4.0
1437,Jönssonligan och den svarta diamanten,1,0.0,8.0,4.442496132026818,0.0,194,1.0
1438,Jönssonligans största kupp,8,0.5357142857142857,7.0,3.443011861784425,11603.0,194,8.0
1439,Somebody Up There Likes Me,9,0.7777777777777778,6.0,3.2723053120165035,418.32755524118613,275,9.0
1440,"Brother, Can You Spare a Dime?",0,0.0,0.0,0.0,0.0,317,0.0
1441,Frantic,17,0.4117647058823529,7.0,3.121712222795255,713.896671332987,208,17.0
1442,Zulu,15,0.37142857142857144,6.0,3.0835482207323364,858.6544549784691,208,15.0
1443,Bettie Page: Dark Angel,0,0.0,0.0,0.0,0.0,318,0.0
1444,Armed and Dangerous,30,0.24367816091954023,6.0,2.860237235688499,2591.4544829531715,9,30.0
1445,Look Who's Talking,31,0.2967741935483871,6.0,2.8385765858690046,3134.954709086094,563,31.0
1446,Guinevere,12,0.24242424242424243,7.0,3.2490974729241877,225.5816064416579,563,12.0
1447,Always,27,0.2621082621082621,7.0,2.9386281588447654,2098.520056989346,200,27.0
1448,Cyclo,3,1.0,9.0,4.898401237751418,0.0,258,3.0
1449,Looney Tunes: Back in Action,31,0.15698924731182795,6.0,2.8334192882929345,5204.4300339608735,200,31.0
1450,Air America,23,0.4150197628458498,7.0,3.0206291903042803,499.8329191692067,246,23.0
1451,Kama Sutra: A Tale of Love,3,0.3333333333333333,8.0,3.8839608045384217,896.29243660447,232,3.0
1452,Tobacco Road,0,0.0,0.0,0.0,0.0,319,0.0
1453,Freeway,45,0.16767676767676767,6.0,2.7519339865910264,4144.042362482844,208,45.0
1454,Shampoo,23,0.31225296442687744,6.0,2.9448169159360496,1204.1480912173909,200,23.0
1455,The Heartbreak Kid,14,0.26373626373626374,6.0,3.1655492521918513,1027.5342420624347,200,14.0
1456,God's Angry Man,0,0.0,0.0,0.0,0.0,320,0.0
1457,Harry Potter and the Half-Blood Prince,62,0.21364357482813326,7.0,2.7338834450747806,4588.054324780893,194,62.0
1458,Duck and Cover,0,0.0,0.0,0.0,0.0,321,0.0
1459,Boris and Natasha,17,0.4632352941176471,7.0,3.004125838060856,461.57808599563174,563,17.0
1460,The Singing Detective,43,0.17386489479512734,7.0,2.827746260959257,3243.8591280764417,246,43.0
1461,In the Time of the Butterflies,7,0.19047619047619047,7.0,3.4141309953584322,2019.4712726156877,563,7.0
1462,Crumb,0,0.0,0.0,0.0,0.0,322,0.0
1463,Happiness,36,0.1746031746031746,7.0,2.817431665807117,3517.634933765445,563,36.0
1464,Ararat,26,0.38153846153846155,7.0,2.8984012377514183,1917.6833372348162,208,26.0
1465,Stray Dog,9,0.8333333333333334,6.0,3.3145951521402783,3214.9842767296086,208,9.0
1466,The Bourne Supremacy,34,0.24420677361853832,7.0,2.892212480660134,3171.144514308225,563,34.0
1467,Sleepover,5,0.1,7.0,3.6848891181021144,270.36471779673946,220,5.0
1468,Tom and Jerry,0,0.0,0.0,0.0,0.0,323,0.0
1469,Quatermass and the Pit,6,0.3333333333333333,7.0,3.330067044868489,197.72247053876998,172,6.0
1470,The Gambler,16,0.44166666666666665,6.0,3.060856111397628,555.9627733898134,220,16.0
1471,Avalon,0,0.0,0.0,0.0,0.0,324,0.0
1472,Kismet,0,0.0,0.0,0.0,0.0,325,0.0
1473,Papillon,14,0.7362637362637363,7.0,3.148014440433213,278.09028915965627,200,14.0
1474,The Count of Monte Cristo,22,0.1645021645021645,7.0,2.962867457452295,918.2299848010172,194,22.0
1475,The Count of Monte Cristo,2,1.0,7.0,3.9133574007220218,0.0,208,2.0
1476,"To Wong Foo, Thanks for Everything! Julie Newmar",49,0.14795918367346939,6.0,2.705518308406395,11910.608772508635,563,49.0
1477,Harold & Kumar Go to White Castle,4,0.0,7.0,3.7591542031975247,33.03610050949621,290,4.0
1478,1984,16,0.5166666666666667,6.0,3.012893243940175,1554.9978611978129,172,16.0
1479,Roots,0,0.0,0.0,0.0,0.0,326,0.0
1480,Nineteen Eighty-Four,0,0.0,0.0,0.0,0.0,327,0.0
1481,Spider,33,0.29545454545454547,7.0,2.9551315110881897,1780.3489149239401,194,33.0
1482,This Island Earth,2,0.0,8.0,4.123775141825683,266.3348343428313,297,2.0
1483,The Crow: City of Angels,2,0.0,8.0,4.0995358432181535,52.67662403317505,290,2.0
1484,The Crow: Salvation,18,0.38562091503267976,7.0,3.121712222795255,479.6280592942693,246,18.0
1485,Ong-Bak: Muay Thai Warrior,0,0.0,0.0,0.0,0.0,328,0.0
1486,Escaflowne,2,0.0,8.0,4.230015471892728,449.12342957391155,560,2.0
1487,Kronos,2,0.0,8.0,4.25219185146983,76.39403704751608,297,2.0
1488,Destination Moon,1,0.0,8.0,4.397111913357401,0.0,89,1.0
1489,Mannequin,18,0.2549019607843137,7.0,3.1315110881897885,1377.8865980304263,264,18.0
1490,Murphy's War,10,0.4444444444444444,7.0,3.143888602372357,1962.1572976870812,208,10.0
1491,Gone in Sixty Seconds,49,0.15306122448979592,6.0,2.735946364105209,4876.02247002344,563,49.0
1492,Hullabaloo,2,1.0,8.0,3.968024755028365,0.0,89,2.0
1493,Breakin' All the Rules,15,0.21904761904761905,7.0,3.222279525528623,772.4733040944122,563,15.0
1494,No Way Out,33,0.2727272727272727,7.0,2.8205260443527593,2120.998894894041,275,33.0
1495,Dans une galaxie près de chez vous,0,0.0,0.0,0.0,0.0,329,0.0
1496,PT 109,13,0.6025641025641025,6.0,3.1609076843733885,258.1316228893695,89,13.0
1497,Breaker Morant,6,0.26666666666666666,8.0,3.621970087674059,171.90466272047155,9,6.0
1498,The Portrait of a Lady,24,0.3007246376811594,6.0,3.0489943269726663,981.078475226976,194,24.0
1499,Stitch! The Movie,11,0.6,7.0,3.286230015471893,94.25751507586268,246,11.0
1500,Gas Light,0,0.0,0.0,0.0,0.0,330,0.0
1501,Celebrity,54,0.14954577218728163,7.0,2.7524497163486332,5560.500627352944,194,54.0
1502,Spokane,0,0.0,0.0,0.0,0.0,331,0.0
1503,Robots,81,0.11975308641975309,6.0,2.5363589479112947,20598.72674120314,208,81.0
1504,"The Beast from 20,000 Fathoms",3,0.3333333333333333,7.0,3.9953584321815367,240.47165398098352,89,3.0
1505,Magic,31,0.2709677419354839,6.0,2.808664259927798,6204.835864840375,89,31.0
1506,Peyton Place,7,0.19047619047619047,7.0,3.3749355337802993,457.20264109100737,89,7.0
1507,It! The Terror from Beyond Space,0,0.0,0.0,0.0,0.0,332,0.0
1508,X,4,0.6666666666666666,7.0,3.2387828777720475,78.02720524353586,89,4.0
1509,Vagabond,0,0.0,0.0,0.0,0.0,333,0.0
1510,Antwone Fisher,15,0.5333333333333333,7.0,3.1572975760701394,375.3245270187566,290,15.0
1511,Evolution,22,0.18181818181818182,7.0,3.0577617328519855,1535.5256086170784,563,22.0
1512,Public Toilet,0,0.0,0.0,0.0,0.0,334,0.0
1513,Team America: World Police,14,0.5384615384615384,7.0,3.177411036616813,723.2764132228405,563,14.0
1514,AVP: Alien vs. Predator,13,0.19230769230769232,7.0,3.1696750902527078,356.59818948776575,220,13.0
1515,Road House,21,0.14285714285714285,7.0,2.9458483754512637,1273.4241581157642,563,21.0
1516,The Magician,1,0.0,9.0,5.7060340381640025,0.0,89,1.0
1517,Brewster's Millions,0,0.0,0.0,0.0,0.0,335,0.0
1518,Munna Bhai M.B.B.S.,2,0.0,7.0,3.7906137184115525,1465.5442421079727,232,2.0
1519,Spellbound,0,0.0,0.0,0.0,0.0,336,0.0
1520,Foxfire,11,0.41818181818181815,7.0,3.2496132026817945,155.54006521561504,9,11.0
1521,Caveman,14,0.17582417582417584,6.0,3.1315110881897885,1137.638958913965,208,14.0
1522,Clockwise,10,0.5555555555555556,7.0,3.148014440433213,135.36797675526725,194,10.0
1523,The Three Musketeers,8,0.32142857142857145,7.0,4.053635894791129,1777.9873982549784,89,8.0
1524,Chopper,2,1.0,7.0,3.592573491490459,0.0,563,2.0
1525,¡Three Amigos!,30,0.21839080459770116,6.0,2.8318720990201136,2847.7507548678395,200,30.0
1526,Startup.com,0,0.0,0.0,0.0,0.0,337,0.0
1527,The Emperor's Shadow,0,0.0,0.0,0.0,0.0,338,0.0
1528,Circus,36,0.18412698412698414,6.0,2.827746260959257,3407.24931727312,563,36.0
1529,Pennies From Heaven,0,0.0,0.0,0.0,0.0,339,0.0
1530,"Win, Lose and Kaboom",0,0.0,0.0,0.0,0.0,340,0.0
1531,1900,49,0.25255102040816324,6.0,2.6560082516761216,15872.612047165943,200,49.0
1532,"Happy Birthday, Wanda June",17,0.25735294117647056,6.0,3.0159876224858175,1186.8861611465377,208,17.0
1533,Casualties of Love: The Long Island Lolita Story,3,1.0,7.0,3.656523981433729,0.0,246,3.0
1534,Scorpio Rising,0,0.0,0.0,0.0,0.0,341,0.0
1535,Real Life,9,0.4444444444444444,7.0,3.224342444559051,169.32874935948442,200,9.0
1536,Chicken,0,0.0,0.0,0.0,0.0,342,0.0
1537,Alice in Wonderland,6,1.0,6.0,3.5657555440948943,0.0,208,6.0
1538,Berkeley Square,7,0.5714285714285714,8.0,4.203197524497163,159.18500312148183,89,7.0
1539,MASH,36,0.20634920634920634,6.0,2.7591542031975247,3425.5576108815235,200,36.0
1540,"The Super Dimension Fortress Macross II: Lovers, Again",0,0.0,0.0,0.0,0.0,343,0.0
1541,Daylight,37,0.1831831831831832,6.0,2.7591542031975247,9763.436385710664,258,37.0
1542,Rugrats Go Wild!,32,0.24596774193548387,6.0,2.8695203713254256,2028.2811443937292,563,32.0
1543,The Gun in Betty Lou's Handbag,7,0.5714285714285714,7.0,3.324909747292419,26.024611081924554,563,7.0
1544,¡Vámonos con Pancho Villa!,0,0.0,0.0,0.0,0.0,344,0.0
1545,I Am Curious,0,0.0,0.0,0.0,0.0,345,0.0
1546,Orlando,18,0.2549019607843137,7.0,3.1067560598246518,5026.409853289605,563,18.0
1547,All the Queen's Men,8,0.32142857142857145,7.0,3.07942238267148,192.38083007384594,563,8.0
1548,Shot,0,0.0,0.0,0.0,0.0,346,0.0
1549,Restless,0,0.0,0.0,0.0,0.0,347,0.0
1550,Dinosaur,12,0.16666666666666666,7.0,3.1794739556472407,434.5318003925394,563,12.0
